"CourseIdentifier","Subject","Number","Title","Credits","OrgUnitIdentifier","Type","Description","CIPCode"
"RT1003C","RT","1003C","MECH VETILATION",4,"RT","Undergraduate","The course covers the assessment of the infant andadult patient and their need for mechanical ventilation. A review of types of ventilators, modes of ventilation,and liberation from mechanical ventilation are included. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT102 min grade C-, or RT1002C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT1012C","RT","1012C","RC CLIN PRACTICE I",1,"RT","Undergraduate","This course is comprised of clinical rotations at various local hospitals to gain experience in the administration and monitoring of respiratory care.The course also has a one hour clinical class to review experiences and to broaden and strengthen the students' clinical skills. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT101 min grade C-, or RT1001C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT1013C","RT","1013C","RC CLIN PRACTICE II",2,"RT","Undergraduate","Clinical practice in a hospital setting. Students will administer treatment modalities while observing mechanical ventilation and operating room procedures. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT112 min grade C-, or RT1012C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT1072C","RT","1072C","CARDIO A & P",4,"RT","Undergraduate","This course provides detailed anatomy and physiology of the respiratory and circulatory systems. Emphasis is placed on topics relevant to respiratory therapy: i.e., ventilation, diffusion,O2 and CO2 transport, the heart and circulatory systems, and acid base balance. Pre-Requisite: To take this course you must: Have taken the following Course ALH1005 min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT1073C","RT","1073C","CP DISEASE",4,"RT","Undergraduate","A review of pumonary disease to include diagnosis,treatment, and prognosis. The student will be exposed to pulmonary function testing and its' usein diagnosing pulmonary disease. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT173 min grade C-, or RT1072C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT2001C","RT","2001C","ADVANCED CRTICAL RC",3,"RT","Undergraduate","Advanced respiratory care of the critically ill focusing on medical and surgical conditions that require intensive cardiopulmonary monitoring and therapeutic care. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT201 min grade C-, or RT1003C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT2002C","RT","2002C","RESP SPECIALTY",2,"RT","Undergraduate","This course is designed to give an in depth study of a variety of specialized areas of respiratory care, respiratory care management, and the emerging roles of the respiratory therapist. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT201 min grade C-, or RT1003C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT2003C","RT","2003C","RC SEMINAR",2,"RT","Undergraduate","This final course for respiratory care students prepares them to take their Board exams. It includes a complete review of program material andtest taking skills. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT203 min grade C-, or RT2001C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT2004C","RT","2004C","RC CAPSTONE",1,"RT","Undergraduate","Course allows the student to participate in and research a specialty area of choice. Suggested areas include: neonatal-pediatrics, homecare, sleep studies, crtical care, pulnmonary function testing, or respiratory research. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT203 min grade C-, or RT2001C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT2011C","RT","2011C","RC CLIN PRACTICE 3",2,"RT","Undergraduate","Clinical practice in a hospital setting involving the care of ventilator patients in the intensive care unit. The student will present two critical care patient cases to the medical director and have an oral exam over the equipment and procedures covered in the first year. Pre-Requisite: To take this course you must: Have taken the following Courses 34RT211 min grade C-, or RT1013C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RT2012C","RT","2012C","RC CLIN PRACTICE IV",2,"RT","Undergraduate","Clinical repiratory care practice in a various settings. Students will: Provide ventilatory and respiratory care in adult and neonatoal intensive care units. Present a patient to the Medical Director of the Respiratory Care Program. Rotate through specialty units such as stress testing, vascular laboratory, pediatric pulmonary function lab, Shriner's Institute, and a subacute ventilator unit Pre-Requisite: To take this course you must: Have taken the following Courses 34RT214 min grade C-, or RT2011C min grade C-. Be enrolled in the following Plan RC-AAS.",51.0908
"RUSS1011","RUSS","1011","EXT BASIC RUSSIAN 1",3,"RUSS","Undergraduate","This is the first course of a four-course sequenceof basic Russian language and culture. Students learn basic speaking, listening, reading and writing. Attention is also paid to communicative, contextualized learning in the classroom. This course counts toward the foreign language requirement. Completion of the 1011 through 1014 sequence fulfills various college language requirements. Students should confirm the languagerequirement with their home college.",16.0402
"RUSS1012","RUSS","1012","EXT BASIC RUSSIAN 2",3,"RUSS","Undergraduate","This is the second course of a four-course sequence of basic Russian language and culture. Students learn basic speaking, listening, reading and writing learn through communicative activitiesin the classroom. Increasing attention is paid to basic conversational skills. Completion of the RUSS1011 through 1014 sequence fulfills various college language requirements. Students should confirm the language requirement with their home college. Pre-Requisite: To take this course you must: Have taken the following Courses 15RUSS111 min grade C-, or 15RUSS112 min grade C-, or 28RUSS102 min grade C-, or RUSS1011 min grade C-.",16.0402
"RUSS1013","RUSS","1013","EXT BASIC RUSSIAN 3",3,"RUSS","Undergraduate","This is the third course of a four-course sequenceof basic Russian language and culture. Students continue to learn basic speaking, listening, reading and writing through communicative activities in the classroom. Increasing attention is paid to basic conversational skills and cultural awareness. Completion of the RUSS1011 through 1014 sequence fulfills various college language requirements. Students should confirm thelanguage requirement with their home college. Pre-Requisite: To take this course you must: Have taken the following Courses 15RUSS113 min grade C-, or 15RUSS114 min grade C-, or 28RUSS103 min grade C-, or RUSS1012 min grade C-.",16.0402
